mag_1,x_1,y_1,z_1,mag_2,x_2,y_2,z_2,mag_3,x_3,y_3,z_3,mag_4,x_4,y_4,z_4,avg_mag,max_mag,min_mag,range_mag,std_mag,left_right_diff,top_bottom_diff,diag1_diff,diag2_diff,diff_12,diff_13,diff_14,diff_23,diff_24,diff_34,norm_mag_1,norm_mag_2,norm_mag_3,norm_mag_4,strongest_sensor,rssi,label
5294.440952546359,3090.0,-1042.0,-4171.0,2473.653775288692,571.0,-2211.0,951.0,3731.730027748524,-1926.0,-2438.0,-2067.0,0.0,0.0,0.0,0.0,2874.956188895894,5294.440952546359,0.0,5294.440952546359,1937.4199756194312,3276.258602503095,2018.182350043263,5294.440952546359,-1258.0762524598322,2820.787177257667,1562.7109247978349,5294.440952546359,1258.0762524598322,2473.653775288692,3731.730027748524,0.4603931855549119,0.2151036061734458,0.3245032082716422,0.0,1,-46,knife
2231.692855211039,1457.0,670.0,-1552.0,4894.175824385552,-52.0,-4702.0,1357.0,6485.366682000333,-2850.0,-2740.0,-5141.0,0.0,0.0,0.0,0.0,3402.808840399231,6485.366682000333,0.0,6485.366682000333,2483.795431532324,1911.4418564129096,320.25099879812933,2231.692855211039,-1591.1908576147807,2662.482969174513,4253.673826789294,2231.692855211039,1591.1908576147807,4894.175824385552,6485.366682000333,0.163959611006918,0.3595688190209465,0.4764715699721354,0.0,3,-45,knife
8767.33699591843,4790.0,-487.0,-7327.0,2207.841479816882,820.0,-1990.0,492.0,2915.9031191039253,-1705.0,-1995.0,-1271.0,0.0,0.0,0.0,0.0,3472.770398709809,8767.33699591843,0.0,8767.33699591843,3240.4751206952524,4737.699317602736,4029.637678315693,8767.33699591843,-708.0616392870434,6559.495516101548,5851.433876814504,8767.33699591843,708.0616392870434,2207.841479816882,2915.9031191039253,0.6311486212258403,0.15893949400147,0.2099118847726897,0.0,1,-45,knife
5682.106035617428,1890.0,-502.0,-5335.0,2355.0774934171486,101.0,-2267.0,630.0,3469.8572016727144,-1186.0,-1903.0,-2648.0,0.0,0.0,0.0,0.0,2876.7601826768228,5682.106035617428,0.0,5682.106035617428,2047.5370207557207,3398.4428719364964,2283.6631636809307,5682.106035617428,-1114.7797082555658,3327.028542200279,2212.248833944713,5682.106035617428,1114.7797082555658,2355.0774934171486,3469.8572016727144,0.4937938579164281,0.2046640442605256,0.3015420978230461,0.0,1,-46,knife
6542.193592366401,737.0,-182.0,-6498.0,2307.8723968192003,-325.0,-2227.0,511.0,4957.217868926077,-846.0,-1703.0,-4578.0,0.0,0.0,0.0,0.0,3451.8209645279194,6542.193592366401,0.0,6542.193592366401,2502.01464401101,4595.769532236639,1946.424060129762,6542.193592366401,-2649.345472106877,4234.321195547202,1584.975723440324,6542.193592366401,2649.345472106877,2307.8723968192003,4957.217868926077,0.4738219087545528,0.167148906369687,0.3590291848757602,0.0,1,-45,knife
2002.048450962164,782.0,835.0,-1643.0,6765.030820328907,-3836.0,-5561.0,-355.0,10338.732369105992,501.0,181.0,-10325.0,0.0,0.0,0.0,0.0,4776.452910099266,10338.732369105992,0.0,10338.732369105992,4043.6746095110393,2787.8749998696244,-785.8265489074602,2002.048450962164,-3573.701548777085,4762.982369366743,8336.683918143828,2002.048450962164,3573.701548777085,6765.030820328907,10338.732369105992,0.1047874065045768,0.354082357120334,0.5411302363750891,0.0,3,-47,knife
6357.249719808087,5620.0,-432.0,-2940.0,2756.6555824041566,1365.0,-2370.0,345.0,3855.212315813488,-3018.0,-2363.0,-413.0,0.0,0.0,0.0,0.0,3242.279404506433,6357.249719808087,0.0,6357.249719808087,2281.826738188816,3727.903226608709,2629.346493199378,6357.249719808087,-1098.5567334093316,3600.5941374039307,2502.037403994599,6357.249719808087,1098.5567334093316,2756.6555824041566,3855.212315813488,0.4901836737891996,0.2125553691156822,0.2972609570951182,0.0,1,-46,knife
9218.700667664614,9111.0,-435.0,1336.0,2880.6502738097174,1711.0,-2280.0,415.0,5554.816468615322,-4792.0,-2791.0,321.0,0.0,0.0,0.0,0.0,4413.541852522413,9218.700667664614,0.0,9218.700667664614,3399.3075494919585,5946.43343123511,3272.2672364295045,9218.700667664614,-2674.166194805605,6338.050393854897,3663.884199049292,9218.700667664614,2674.166194805605,2880.6502738097174,5554.816468615322,0.5221826922518007,0.1631711202740366,0.3146461874741627,0.0,1,-47,knife
2023.2226768203248,1751.0,410.0,927.0,6180.778996210753,3970.0,-4595.0,1152.0,11531.362712186276,-9981.0,-3637.0,-4486.0,0.0,0.0,0.0,0.0,4933.841096304339,11531.362712186276,0.0,11531.362712186276,4412.953465245063,3686.903196397924,-1663.6805195775987,2023.2226768203248,-5350.583715975523,4157.556319390428,9508.14003536595,2023.2226768203248,5350.583715975523,6180.778996210753,11531.362712186276,0.1025176245712395,0.3131829175062217,0.5842994579225387,0.0,3,-48,knife
3115.0069020790306,1768.0,1110.0,-2312.0,4860.798596938573,-151.0,-4661.0,-1371.0,6581.753793632819,-2657.0,-945.0,-5947.0,0.0,0.0,0.0,0.0,3639.389823162605,6581.753793632819,0.0,6581.753793632819,2432.564534613719,2417.9810493866385,697.0258526923922,3115.0069020790306,-1720.9551966942463,1745.791694859542,3466.7468915537884,3115.0069020790306,1720.9551966942463,4860.798596938573,6581.753793632819,0.2139786511913218,0.3339020298129654,0.4521193189957128,0.0,3,-45,knife
